ProductID,WeekStartDate,InventoryQuantity,WeeklySales,StockPurchased,NetQuantity,ReorderPoint,SafetyStockLevel,StockStatus
344,NULL,382,0,0,382,750,1000,StockOut
345,NULL,321,0,0,321,750,1000,StockOut
345,NULL,315,0,0,315,750,1000,StockOut
345,NULL,300,0,0,300,750,1000,StockOut
346,NULL,585,0,0,585,750,1000,StockOut
346,NULL,476,0,0,476,750,1000,StockOut
346,NULL,641,0,0,641,750,1000,StockOut
347,NULL,318,0,0,318,750,1000,StockOut
347,NULL,246,0,0,246,750,1000,StockOut
347,NULL,332,0,0,332,750,1000,StockOut
348,NULL,323,0,0,323,750,1000,StockOut
348,NULL,251,0,0,251,750,1000,StockOut
348,NULL,337,0,0,337,750,1000,StockOut
349,NULL,328,0,0,328,750,1000,StockOut
349,NULL,256,0,0,256,750,1000,StockOut
349,NULL,342,0,0,342,750,1000,StockOut
350,NULL,622,0,0,622,600,800,StockOut
350,NULL,406,0,0,406,600,800,StockOut
350,NULL,313,0,0,313,600,800,StockOut
351,NULL,179,0,0,179,600,800,StockOut
351,NULL,281,0,0,281,600,800,StockOut
351,NULL,145,0,0,145,600,800,StockOut
352,NULL,300,0,0,300,600,800,StockOut
352,NULL,278,0,0,278,600,800,StockOut
352,NULL,195,0,0,195,600,800,StockOut
355,NULL,276,0,0,276,600,800,StockOut
355,NULL,257,0,0,257,600,800,StockOut
355,NULL,289,0,0,289,600,800,StockOut
356,NULL,262,0,0,262,600,800,StockOut
356,NULL,243,0,0,243,600,800,StockOut
356,NULL,275,0,0,275,600,800,StockOut
357,NULL,248,0,0,248,600,800,StockOut
357,NULL,228,0,0,228,600,800,StockOut
357,NULL,260,0,0,260,600,800,StockOut
358,NULL,233,0,0,233,600,800,StockOut
358,NULL,214,0,0,214,600,800,StockOut
358,NULL,246,0,0,246,600,800,StockOut
359,NULL,369,0,0,369,750,1000,StockOut
359,NULL,360,0,0,360,750,1000,StockOut
359,NULL,374,0,0,374,750,1000,StockOut
360,NULL,363,0,0,363,750,1000,StockOut
360,NULL,353,0,0,353,750,1000,StockOut
360,NULL,368,0,0,368,750,1000,StockOut
361,NULL,499,0,0,499,750,1000,StockOut
361,NULL,601,0,0,601,750,1000,StockOut
361,NULL,531,0,0,531,750,1000,StockOut
362,NULL,377,0,0,377,750,1000,StockOut
362,NULL,315,0,0,315,750,1000,StockOut
362,NULL,334,0,0,334,750,1000,StockOut
363,NULL,499,0,0,499,750,1000,StockOut
363,NULL,643,0,0,643,750,1000,StockOut
363,NULL,619,0,0,619,750,1000,StockOut
364,NULL,368,0,0,368,750,1000,StockOut
364,NULL,358,0,0,358,750,1000,StockOut
364,NULL,326,0,0,326,750,1000,StockOut
365,NULL,411,0,0,411,750,1000,StockOut
365,NULL,691,0,0,691,750,1000,StockOut
365,NULL,619,0,0,619,750,1000,StockOut
366,NULL,318,0,0,318,750,1000,StockOut
366,NULL,299,0,0,299,750,1000,StockOut
366,NULL,412,0,0,412,750,1000,StockOut
367,NULL,643,0,0,643,750,1000,StockOut
367,NULL,689,0,0,689,750,1000,StockOut
367,NULL,569,0,0,569,750,1000,StockOut
368,NULL,369,0,0,369,750,1000,StockOut
368,NULL,360,0,0,360,750,1000,StockOut
368,NULL,374,0,0,374,750,1000,StockOut
369,NULL,363,0,0,363,750,1000,StockOut
369,NULL,353,0,0,353,750,1000,StockOut
369,NULL,368,0,0,368,750,1000,StockOut
370,NULL,252,0,0,252,750,1000,StockOut
370,NULL,155,0,0,155,750,1000,StockOut
370,NULL,476,0,0,476,750,1000,StockOut
371,NULL,585,0,0,585,750,1000,StockOut
371,NULL,649,0,0,649,750,1000,StockOut
371,NULL,547,0,0,547,750,1000,StockOut
372,NULL,281,0,0,281,750,1000,StockOut
372,NULL,344,0,0,344,750,1000,StockOut
372,NULL,272,0,0,272,750,1000,StockOut
373,NULL,284,0,0,284,750,1000,StockOut
373,NULL,347,0,0,347,750,1000,StockOut
373,NULL,275,0,0,275,750,1000,StockOut
374,NULL,288,0,0,288,750,1000,StockOut
374,NULL,350,0,0,350,750,1000,StockOut
374,NULL,278,0,0,278,750,1000,StockOut
375,NULL,291,0,0,291,750,1000,StockOut
375,NULL,353,0,0,353,750,1000,StockOut
375,NULL,281,0,0,281,750,1000,StockOut
376,NULL,585,0,0,585,750,1000,StockOut
376,NULL,649,0,0,649,750,1000,StockOut
376,NULL,547,0,0,547,750,1000,StockOut
377,NULL,249,0,0,249,750,1000,StockOut
377,NULL,299,0,0,299,750,1000,StockOut
377,NULL,393,0,0,393,750,1000,StockOut
378,NULL,244,0,0,244,750,1000,StockOut
378,NULL,294,0,0,294,750,1000,StockOut
378,NULL,388,0,0,388,750,1000,StockOut
379,NULL,323,0,0,323,750,1000,StockOut
379,NULL,897,0,0,897,750,1000,StockOut
379,NULL,691,0,0,691,750,1000,StockOut
380,NULL,156,0,0,156,750,1000,StockOut
380,NULL,264,0,0,264,750,1000,StockOut
380,NULL,350,0,0,350,750,1000,StockOut
381,NULL,163,0,0,163,750,1000,StockOut
381,NULL,270,0,0,270,750,1000,StockOut
381,NULL,356,0,0,356,750,1000,StockOut
382,NULL,169,0,0,169,750,1000,StockOut
382,NULL,276,0,0,276,750,1000,StockOut
382,NULL,363,0,0,363,750,1000,StockOut
383,NULL,587,0,0,587,750,1000,StockOut
383,NULL,676,0,0,676,750,1000,StockOut
383,NULL,638,0,0,638,750,1000,StockOut
384,NULL,299,0,0,299,750,1000,StockOut
384,NULL,217,0,0,217,750,1000,StockOut
384,NULL,304,0,0,304,750,1000,StockOut
385,NULL,619,0,0,619,750,1000,StockOut
385,NULL,526,0,0,526,750,1000,StockOut
385,NULL,633,0,0,633,750,1000,StockOut
386,NULL,148,0,0,148,750,1000,StockOut
386,NULL,192,0,0,192,750,1000,StockOut
386,NULL,385,0,0,385,750,1000,StockOut
387,NULL,524,0,0,524,750,1000,StockOut
387,NULL,710,0,0,710,750,1000,StockOut
387,NULL,654,0,0,654,750,1000,StockOut
388,NULL,292,0,0,292,750,1000,StockOut
388,NULL,140,0,0,140,750,1000,StockOut
388,NULL,366,0,0,366,750,1000,StockOut
389,NULL,657,0,0,657,750,1000,StockOut
389,NULL,691,0,0,691,750,1000,StockOut
389,NULL,460,0,0,460,750,1000,StockOut
390,NULL,292,0,0,292,750,1000,StockOut
390,NULL,140,0,0,140,750,1000,StockOut
390,NULL,366,0,0,366,750,1000,StockOut
391,NULL,296,0,0,296,750,1000,StockOut
391,NULL,144,0,0,144,750,1000,StockOut
391,NULL,369,0,0,369,750,1000,StockOut
392,NULL,299,0,0,299,750,1000,StockOut
392,NULL,147,0,0,147,750,1000,StockOut
392,NULL,372,0,0,372,750,1000,StockOut
393,NULL,603,0,0,603,750,1000,StockOut
393,NULL,780,0,0,780,750,1000,StockOut
393,NULL,497,0,0,497,750,1000,StockOut
394,NULL,302,0,0,302,750,1000,StockOut
394,NULL,150,0,0,150,750,1000,StockOut
394,NULL,459,0,0,459,750,1000,StockOut
395,NULL,281,0,0,281,750,1000,StockOut
395,NULL,355,0,0,355,750,1000,StockOut
395,NULL,148,0,0,148,750,1000,StockOut
396,NULL,636,0,0,636,750,1000,StockOut
396,NULL,585,0,0,585,750,1000,StockOut
396,NULL,603,0,0,603,750,1000,StockOut
397,NULL,339,0,0,339,750,1000,StockOut
397,NULL,550,0,0,550,750,1000,StockOut
397,NULL,763,0,0,763,750,1000,StockOut
398,NULL,372,0,0,372,600,800,StockOut
398,NULL,404,0,0,404,600,800,StockOut
398,NULL,550,0,0,550,600,800,StockOut
399,NULL,366,0,0,366,600,800,StockOut
399,NULL,398,0,0,398,600,800,StockOut
399,NULL,544,0,0,544,600,800,StockOut
400,NULL,260,0,0,260,375,500,StockOut
400,NULL,246,0,0,246,375,500,StockOut
400,NULL,284,0,0,284,375,500,StockOut
401,NULL,283,0,0,283,375,500,StockOut
401,NULL,212,0,0,212,375,500,StockOut
401,NULL,302,0,0,302,375,500,StockOut
402,NULL,316,0,0,316,750,1000,StockOut
402,NULL,353,0,0,353,750,1000,StockOut
402,NULL,321,0,0,321,750,1000,StockOut
403,NULL,313,0,0,313,750,1000,StockOut
403,NULL,350,0,0,350,750,1000,StockOut
403,NULL,318,0,0,318,750,1000,StockOut
404,NULL,310,0,0,310,750,1000,StockOut
404,NULL,347,0,0,347,750,1000,StockOut
404,NULL,315,0,0,315,750,1000,StockOut
405,NULL,307,0,0,307,750,1000,StockOut
405,NULL,344,0,0,344,750,1000,StockOut
405,NULL,312,0,0,312,750,1000,StockOut
406,NULL,304,0,0,304,750,1000,StockOut
406,NULL,340,0,0,340,750,1000,StockOut
406,NULL,308,0,0,308,750,1000,StockOut
407,NULL,460,0,0,460,750,1000,StockOut
407,NULL,587,0,0,587,750,1000,StockOut
407,NULL,625,0,0,625,750,1000,StockOut
408,NULL,417,0,0,417,750,1000,StockOut
408,NULL,344,0,0,344,750,1000,StockOut
408,NULL,296,0,0,296,750,1000,StockOut
409,NULL,414,0,0,414,750,1000,StockOut
409,NULL,340,0,0,340,750,1000,StockOut
409,NULL,292,0,0,292,750,1000,StockOut
410,NULL,411,0,0,411,750,1000,StockOut
410,NULL,337,0,0,337,750,1000,StockOut
410,NULL,289,0,0,289,750,1000,StockOut
411,NULL,603,0,0,603,750,1000,StockOut
411,NULL,552,0,0,552,750,1000,StockOut
411,NULL,459,0,0,459,750,1000,StockOut
412,NULL,299,0,0,299,750,1000,StockOut
412,NULL,321,0,0,321,750,1000,StockOut
412,NULL,156,0,0,156,750,1000,StockOut
413,NULL,641,0,0,641,750,1000,StockOut
413,NULL,603,0,0,603,750,1000,StockOut
413,NULL,459,0,0,459,750,1000,StockOut
414,NULL,427,0,0,427,750,1000,StockOut
414,NULL,321,0,0,321,750,1000,StockOut
414,NULL,371,0,0,371,750,1000,StockOut
415,NULL,422,0,0,422,750,1000,StockOut
415,NULL,316,0,0,316,750,1000,StockOut
415,NULL,366,0,0,366,750,1000,StockOut
416,NULL,417,0,0,417,750,1000,StockOut
416,NULL,312,0,0,312,750,1000,StockOut
416,NULL,361,0,0,361,750,1000,StockOut
417,NULL,572,0,0,572,750,1000,StockOut
417,NULL,627,0,0,627,750,1000,StockOut
417,NULL,516,0,0,516,750,1000,StockOut
418,NULL,248,0,0,248,750,1000,StockOut
418,NULL,283,0,0,283,750,1000,StockOut
418,NULL,388,0,0,388,750,1000,StockOut
419,NULL,246,0,0,246,750,1000,StockOut
419,NULL,281,0,0,281,750,1000,StockOut
419,NULL,387,0,0,387,750,1000,StockOut
420,NULL,244,0,0,244,750,1000,StockOut
420,NULL,280,0,0,280,750,1000,StockOut
420,NULL,385,0,0,385,750,1000,StockOut
421,NULL,243,0,0,243,750,1000,StockOut
421,NULL,278,0,0,278,750,1000,StockOut
421,NULL,384,0,0,384,750,1000,StockOut
422,NULL,620,0,0,620,750,1000,StockOut
422,NULL,515,0,0,515,750,1000,StockOut
422,NULL,497,0,0,497,750,1000,StockOut
423,NULL,619,0,0,619,750,1000,StockOut
423,NULL,513,0,0,513,750,1000,StockOut
423,NULL,496,0,0,496,750,1000,StockOut
424,NULL,617,0,0,617,750,1000,StockOut
424,NULL,512,0,0,512,750,1000,StockOut
424,NULL,494,0,0,494,750,1000,StockOut
425,NULL,616,0,0,616,750,1000,StockOut
425,NULL,510,0,0,510,750,1000,StockOut
425,NULL,492,0,0,492,750,1000,StockOut
426,NULL,614,0,0,614,750,1000,StockOut
426,NULL,508,0,0,508,750,1000,StockOut
426,NULL,491,0,0,491,750,1000,StockOut
427,NULL,612,0,0,612,750,1000,StockOut
427,NULL,507,0,0,507,750,1000,StockOut
427,NULL,489,0,0,489,750,1000,StockOut
428,NULL,611,0,0,611,750,1000,StockOut
428,NULL,505,0,0,505,750,1000,StockOut
428,NULL,488,0,0,488,750,1000,StockOut
429,NULL,609,0,0,609,750,1000,StockOut
429,NULL,504,0,0,504,750,1000,StockOut
429,NULL,486,0,0,486,750,1000,StockOut
430,NULL,608,0,0,608,750,1000,StockOut
430,NULL,502,0,0,502,750,1000,StockOut
430,NULL,484,0,0,484,750,1000,StockOut
431,NULL,611,0,0,611,750,1000,StockOut
431,NULL,505,0,0,505,750,1000,StockOut
431,NULL,488,0,0,488,750,1000,StockOut
432,NULL,614,0,0,614,750,1000,StockOut
432,NULL,508,0,0,508,750,1000,StockOut
432,NULL,491,0,0,491,750,1000,StockOut
433,NULL,617,0,0,617,750,1000,StockOut
433,NULL,512,0,0,512,750,1000,StockOut
433,NULL,494,0,0,494,750,1000,StockOut
434,NULL,620,0,0,620,750,1000,StockOut
434,NULL,515,0,0,515,750,1000,StockOut
434,NULL,497,0,0,497,750,1000,StockOut
435,NULL,624,0,0,624,750,1000,StockOut
435,NULL,518,0,0,518,750,1000,StockOut
435,NULL,500,0,0,500,750,1000,StockOut
436,NULL,627,0,0,627,750,1000,StockOut
436,NULL,521,0,0,521,750,1000,StockOut
436,NULL,504,0,0,504,750,1000,StockOut
437,NULL,630,0,0,630,750,1000,StockOut
437,NULL,524,0,0,524,750,1000,StockOut
437,NULL,507,0,0,507,750,1000,StockOut
438,NULL,633,0,0,633,750,1000,StockOut
438,NULL,528,0,0,528,750,1000,StockOut
438,NULL,510,0,0,510,750,1000,StockOut
439,NULL,636,0,0,636,750,1000,StockOut
439,NULL,531,0,0,531,750,1000,StockOut
439,NULL,513,0,0,513,750,1000,StockOut
440,NULL,640,0,0,640,750,1000,StockOut
440,NULL,534,0,0,534,750,1000,StockOut
440,NULL,516,0,0,516,750,1000,StockOut
441,NULL,635,0,0,635,750,1000,StockOut
441,NULL,529,0,0,529,750,1000,StockOut
441,NULL,512,0,0,512,750,1000,StockOut
442,NULL,630,0,0,630,750,1000,StockOut
442,NULL,524,0,0,524,750,1000,StockOut
442,NULL,507,0,0,507,750,1000,StockOut
443,NULL,625,0,0,625,750,1000,StockOut
443,NULL,520,0,0,520,750,1000,StockOut
443,NULL,502,0,0,502,750,1000,StockOut
444,NULL,620,0,0,620,750,1000,StockOut
444,NULL,515,0,0,515,750,1000,StockOut
444,NULL,497,0,0,497,750,1000,StockOut
445,NULL,616,0,0,616,750,1000,StockOut
445,NULL,510,0,0,510,750,1000,StockOut
445,NULL,492,0,0,492,750,1000,StockOut
446,NULL,611,0,0,611,750,1000,StockOut
446,NULL,505,0,0,505,750,1000,StockOut
446,NULL,488,0,0,488,750,1000,StockOut
447,NULL,606,0,0,606,750,1000,StockOut
447,NULL,500,0,0,500,750,1000,StockOut
447,NULL,483,0,0,483,750,1000,StockOut
448,NULL,601,0,0,601,750,1000,StockOut
448,NULL,496,0,0,496,750,1000,StockOut
448,NULL,478,0,0,478,750,1000,StockOut
449,NULL,596,0,0,596,750,1000,StockOut
449,NULL,491,0,0,491,750,1000,StockOut
449,NULL,473,0,0,473,750,1000,StockOut
450,NULL,592,0,0,592,750,1000,StockOut
450,NULL,486,0,0,486,750,1000,StockOut
450,NULL,468,0,0,468,750,1000,StockOut
451,NULL,595,0,0,595,750,1000,StockOut
451,NULL,489,0,0,489,750,1000,StockOut
451,NULL,472,0,0,472,750,1000,StockOut
452,NULL,598,0,0,598,750,1000,StockOut
452,NULL,492,0,0,492,750,1000,StockOut
452,NULL,475,0,0,475,750,1000,StockOut
453,NULL,601,0,0,601,750,1000,StockOut
453,NULL,496,0,0,496,750,1000,StockOut
453,NULL,478,0,0,478,750,1000,StockOut
454,NULL,604,0,0,604,750,1000,StockOut
454,NULL,499,0,0,499,750,1000,StockOut
454,NULL,481,0,0,481,750,1000,StockOut
455,NULL,608,0,0,608,750,1000,StockOut
455,NULL,502,0,0,502,750,1000,StockOut
455,NULL,484,0,0,484,750,1000,StockOut
456,NULL,611,0,0,611,750,1000,StockOut
456,NULL,505,0,0,505,750,1000,StockOut
456,NULL,488,0,0,488,750,1000,StockOut
457,NULL,614,0,0,614,750,1000,StockOut
457,NULL,508,0,0,508,750,1000,StockOut
457,NULL,491,0,0,491,750,1000,StockOut
458,NULL,617,0,0,617,750,1000,StockOut
458,NULL,512,0,0,512,750,1000,StockOut
458,NULL,494,0,0,494,750,1000,StockOut
459,NULL,620,0,0,620,750,1000,StockOut
459,NULL,515,0,0,515,750,1000,StockOut
459,NULL,497,0,0,497,750,1000,StockOut
460,NULL,624,0,0,624,750,1000,StockOut
460,NULL,518,0,0,518,750,1000,StockOut
460,NULL,500,0,0,500,750,1000,StockOut
461,NULL,627,0,0,627,750,1000,StockOut
461,NULL,521,0,0,521,750,1000,StockOut
461,NULL,504,0,0,504,750,1000,StockOut
462,NULL,310,0,0,310,750,1000,StockOut
462,NULL,204,0,0,204,750,1000,StockOut
462,NULL,187,0,0,187,750,1000,StockOut
463,NULL,499,0,0,499,750,1000,StockOut
463,NULL,566,0,0,566,750,1000,StockOut
463,NULL,620,0,0,620,750,1000,StockOut
464,NULL,500,0,0,500,750,1000,StockOut
464,NULL,568,0,0,568,750,1000,StockOut
464,NULL,622,0,0,622,750,1000,StockOut
465,NULL,502,0,0,502,750,1000,StockOut
465,NULL,569,0,0,569,750,1000,StockOut
465,NULL,624,0,0,624,750,1000,StockOut
466,NULL,504,0,0,504,750,1000,StockOut
466,NULL,571,0,0,571,750,1000,StockOut
466,NULL,625,0,0,625,750,1000,StockOut
467,NULL,505,0,0,505,750,1000,StockOut
467,NULL,572,0,0,572,750,1000,StockOut
467,NULL,627,0,0,627,750,1000,StockOut
468,NULL,507,0,0,507,750,1000,StockOut
468,NULL,574,0,0,574,750,1000,StockOut
468,NULL,628,0,0,628,750,1000,StockOut
469,NULL,508,0,0,508,750,1000,StockOut
469,NULL,576,0,0,576,750,1000,StockOut
469,NULL,630,0,0,630,750,1000,StockOut
470,NULL,510,0,0,510,750,1000,StockOut
470,NULL,577,0,0,577,750,1000,StockOut
470,NULL,632,0,0,632,750,1000,StockOut
471,NULL,512,0,0,512,750,1000,StockOut
471,NULL,579,0,0,579,750,1000,StockOut
471,NULL,633,0,0,633,750,1000,StockOut
472,NULL,513,0,0,513,750,1000,StockOut
472,NULL,580,0,0,580,750,1000,StockOut
472,NULL,635,0,0,635,750,1000,StockOut
473,NULL,515,0,0,515,750,1000,StockOut
473,NULL,582,0,0,582,750,1000,StockOut
473,NULL,636,0,0,636,750,1000,StockOut
474,NULL,516,0,0,516,750,1000,StockOut
474,NULL,584,0,0,584,750,1000,StockOut
474,NULL,638,0,0,638,750,1000,StockOut
475,NULL,518,0,0,518,750,1000,StockOut
475,NULL,585,0,0,585,750,1000,StockOut
475,NULL,640,0,0,640,750,1000,StockOut
476,NULL,324,0,0,324,750,1000,StockOut
476,NULL,404,0,0,404,750,1000,StockOut
476,NULL,355,0,0,355,750,1000,StockOut
477,NULL,403,0,0,403,750,1000,StockOut
477,NULL,323,0,0,323,750,1000,StockOut
477,NULL,353,0,0,353,750,1000,StockOut
478,NULL,497,0,0,497,750,1000,StockOut
478,NULL,568,0,0,568,750,1000,StockOut
478,NULL,622,0,0,622,750,1000,StockOut
479,NULL,441,0,0,441,750,1000,StockOut
479,NULL,390,0,0,390,750,1000,StockOut
479,NULL,198,0,0,198,750,1000,StockOut
480,NULL,689,0,0,689,750,1000,StockOut
480,NULL,515,0,0,515,750,1000,StockOut
480,NULL,457,0,0,457,750,1000,StockOut
481,NULL,427,0,0,427,750,1000,StockOut
481,NULL,374,0,0,374,750,1000,StockOut
481,NULL,196,0,0,196,750,1000,StockOut
482,NULL,321,0,0,321,750,1000,StockOut
482,NULL,427,0,0,427,750,1000,StockOut
482,NULL,176,0,0,176,750,1000,StockOut
483,NULL,691,0,0,691,750,1000,StockOut
483,NULL,531,0,0,531,750,1000,StockOut
483,NULL,459,0,0,459,750,1000,StockOut
484,NULL,427,0,0,427,750,1000,StockOut
484,NULL,374,0,0,374,750,1000,StockOut
484,NULL,196,0,0,196,750,1000,StockOut
485,NULL,321,0,0,321,750,1000,StockOut
485,NULL,427,0,0,427,750,1000,StockOut
485,NULL,176,0,0,176,750,1000,StockOut
486,NULL,689,0,0,689,750,1000,StockOut
486,NULL,515,0,0,515,750,1000,StockOut
486,NULL,457,0,0,457,750,1000,StockOut
487,NULL,331,0,0,331,750,1000,StockOut
487,NULL,337,0,0,337,750,1000,StockOut
487,NULL,324,0,0,324,750,1000,StockOut
488,NULL,312,0,0,312,750,1000,StockOut
488,NULL,318,0,0,318,750,1000,StockOut
488,NULL,305,0,0,305,750,1000,StockOut
489,NULL,612,0,0,612,750,1000,StockOut
489,NULL,619,0,0,619,750,1000,StockOut
489,NULL,606,0,0,606,750,1000,StockOut
490,NULL,593,0,0,593,750,1000,StockOut
490,NULL,600,0,0,600,750,1000,StockOut
490,NULL,587,0,0,587,750,1000,StockOut
491,NULL,254,0,0,254,750,1000,StockOut
491,NULL,420,0,0,420,750,1000,StockOut
491,NULL,248,0,0,248,750,1000,StockOut
492,NULL,17,0,0,17,45,60,StockOut
492,NULL,14,0,0,14,45,60,StockOut
492,NULL,16,0,0,16,45,60,StockOut
493,NULL,41,0,0,41,45,60,StockOut
493,NULL,24,0,0,24,45,60,StockOut
493,NULL,28,0,0,28,45,60,StockOut
494,NULL,49,0,0,49,45,60,StockOut
494,NULL,12,0,0,12,45,60,StockOut
494,NULL,4,0,0,4,45,60,StockOut
495,NULL,49,0,0,49,45,60,StockOut
495,NULL,35,0,0,35,45,60,StockOut
495,NULL,25,0,0,25,45,60,StockOut
496,NULL,30,0,0,30,45,60,StockOut
496,NULL,25,0,0,25,45,60,StockOut
496,NULL,44,0,0,44,45,60,StockOut
497,NULL,336,0,0,336,750,1000,StockOut
497,NULL,364,0,0,364,750,1000,StockOut
497,NULL,273,0,0,273,750,1000,StockOut
504,NULL,392,0,0,392,750,1000,StockOut
504,NULL,372,0,0,372,750,1000,StockOut
504,NULL,320,0,0,320,750,1000,StockOut
505,NULL,388,0,0,388,750,1000,StockOut
505,NULL,299,0,0,299,750,1000,StockOut
505,NULL,283,0,0,283,750,1000,StockOut
506,NULL,316,0,0,316,750,1000,StockOut
506,NULL,390,0,0,390,750,1000,StockOut
506,NULL,121,0,0,121,750,1000,StockOut
507,NULL,673,0,0,673,600,800,StockOut
507,NULL,542,0,0,542,600,800,StockOut
508,NULL,681,0,0,681,600,800,StockOut
508,NULL,550,0,0,550,600,800,StockOut
509,NULL,689,0,0,689,600,800,StockOut
509,NULL,558,0,0,558,600,800,StockOut
510,NULL,406,0,0,406,600,800,StockOut
510,NULL,316,0,0,316,600,800,StockOut
511,NULL,390,0,0,390,600,800,StockOut
511,NULL,350,0,0,350,600,800,StockOut
512,NULL,334,0,0,334,600,800,StockOut
512,NULL,281,0,0,281,600,800,StockOut
513,NULL,640,0,0,640,600,800,StockOut
513,NULL,724,0,0,724,600,800,StockOut
514,NULL,267,0,0,267,375,500,StockOut
514,NULL,318,0,0,318,375,500,StockOut
514,NULL,212,0,0,212,375,500,StockOut
515,NULL,268,0,0,268,375,500,StockOut
515,NULL,320,0,0,320,375,500,StockOut
515,NULL,214,0,0,214,375,500,StockOut
516,NULL,270,0,0,270,375,500,StockOut
516,NULL,321,0,0,321,375,500,StockOut
516,NULL,216,0,0,216,375,500,StockOut
517,NULL,272,0,0,272,375,500,StockOut
517,NULL,323,0,0,323,375,500,StockOut
517,NULL,217,0,0,217,375,500,StockOut
518,NULL,273,0,0,273,375,500,StockOut
518,NULL,324,0,0,324,375,500,StockOut
518,NULL,219,0,0,219,375,500,StockOut
519,NULL,275,0,0,275,375,500,StockOut
519,NULL,326,0,0,326,375,500,StockOut
519,NULL,220,0,0,220,375,500,StockOut
520,NULL,276,0,0,276,375,500,StockOut
520,NULL,328,0,0,328,375,500,StockOut
520,NULL,222,0,0,222,375,500,StockOut
521,NULL,278,0,0,278,375,500,StockOut
521,NULL,329,0,0,329,375,500,StockOut
521,NULL,224,0,0,224,375,500,StockOut
522,NULL,280,0,0,280,375,500,StockOut
522,NULL,331,0,0,331,375,500,StockOut
522,NULL,225,0,0,225,375,500,StockOut
523,NULL,164,0,0,164,375,500,StockOut
523,NULL,209,0,0,209,375,500,StockOut
523,NULL,139,0,0,139,375,500,StockOut
524,NULL,124,0,0,124,375,500,StockOut
